cell,target,assay,effect_sign,background,pos_overlap,pos_total,pos_frac,bg_overlap,bg_total,bg_frac,odds_ratio,log2_OR,p_value,FDR
K562,NFIX,TF ChIP-seq,pos,all,0,29,0.0,8,599,0.01335559265442404,0.0,0.23812846772760765,1.0,1.0
K562,NFE2L1,TF ChIP-seq,pos,all,0,29,0.0,19,599,0.03171953255425709,0.0,-0.9868930113585233,1.0,1.0
K562,POLR2H,TF ChIP-seq,pos,all,3,29,0.10344827586206896,43,599,0.07178631051752922,1.4919499105545617,0.7567288489876361,0.4628528496164014,1.0
K562,NFE2,TF ChIP-seq,pos,all,4,29,0.13793103448275862,95,599,0.15859766277128548,0.8488421052631578,-0.10121870945857465,1.0,1.0
K562,POLR3A,TF ChIP-seq,pos,all,0,29,0.0,3,599,0.005008347245409015,0.0,1.5303803562757827,1.0,1.0
K562,PPARD,TF ChIP-seq,pos,all,0,29,0.0,2,599,0.00333889816360601,0.0,2.018223758618907,1.0,1.0
K562,SAFB,TF ChIP-seq,pos,all,1,29,0.034482758620689655,11,599,0.018363939899833055,1.9090909090909092,1.4294091355378458,0.435884039381328,1.0
K562,RUNX1,TF ChIP-seq,pos,all,1,29,0.034482758620689655,19,599,0.03171953255425709,1.0902255639097744,0.6478225245597327,1.0,1.0
K562,RREB1,TF ChIP-seq,pos,all,2,29,0.06896551724137931,39,599,0.0651085141903172,1.063627730294397,0.36735819599102665,1.0,1.0
K562,RNF219,TF ChIP-seq,pos,all,0,29,0.0,3,599,0.005008347245409015,0.0,1.5303803562757827,1.0,1.0
K562,RLF,TF ChIP-seq,pos,all,1,29,0.034482758620689655,31,599,0.05175292153589316,0.6543778801843319,-0.07419089805125408,1.0,1.0
K562,RHOXF2B,TF ChIP-seq,pos,all,1,29,0.034482758620689655,11,599,0.018363939899833055,1.9090909090909092,1.4294091355378458,0.435884039381328,1.0
K562,RFX5,TF ChIP-seq,pos,all,1,29,0.034482758620689655,9,599,0.015025041736227046,2.3412698412698414,1.7099382225099864,0.37891733804654676,1.0
K562,RFX1,TF ChIP-seq,pos,all,0,29,0.0,33,599,0.05509181969949917,0.0,-1.802800093999098,0.3919172530005822,1.0
K562,REST,TF ChIP-seq,pos,all,1,29,0.034482758620689655,16,599,0.02671118530884808,1.3013392857142858,0.8962672129053092,0.5571004113435836,1.0
K562,RERE,TF ChIP-seq,pos,all,0,29,0.0,9,599,0.015025041736227046,0.0,0.07522268659173062,1.0,1.0
K562,RELA,TF ChIP-seq,pos,all,2,29,0.06896551724137931,38,599,0.06343906510851419,1.0935672514619883,0.4069240530684026,0.7064626453190423,1.0
K562,RCOR1,TF ChIP-seq,pos,all,9,29,0.3103448275862069,175,599,0.2921535893155259,1.0902857142857143,0.16466903207397948,0.8359805956826902,1.0
K562,RBM34,TF ChIP-seq,pos,all,0,29,0.0,2,599,0.00333889816360601,0.0,2.018223758618907,1.0,1.0
K562,RBM22,TF ChIP-seq,pos,all,2,29,0.06896551724137931,26,599,0.04340567612687813,1.6324786324786325,0.9762976028153285,0.3751529635639154,1.0
K562,RAD21,TF ChIP-seq,pos,all,11,29,0.3793103448275862,212,599,0.35392320534223703,1.115566037735849,0.18084205956459898,0.8431349880877076,1.0
K562,PYGO2,TF ChIP-seq,pos,all,0,29,0.0,29,599,0.048414023372287146,0.0,-1.609203022435001,0.3899584672837084,1.0
K562,PTTG1,TF ChIP-seq,pos,all,0,29,0.0,16,599,0.02671118530884808,0.0,-0.7384483230129466,1.0,1.0
K562,PTRF,TF ChIP-seq,pos,all,0,29,0.0,20,599,0.0333889816360601,0.0,-1.0615302029734532,1.0,1.0
K562,PRPF4,TF ChIP-seq,pos,all,1,29,0.034482758620689655,18,599,0.03005008347245409,1.1527777777777777,0.7262545024006831,0.5981783351467417,1.0
K562,PREB,TF ChIP-seq,pos,all,1,29,0.034482758620689655,16,599,0.02671118530884808,1.3013392857142858,0.8962672129053092,0.5571004113435836,1.0
K562,PRDM10,TF ChIP-seq,pos,all,5,29,0.1724137931034483,98,599,0.1636060100166945,1.0650510204081634,0.19277584567789333,0.8015785385632507,1.0
K562,POU5F1,TF ChIP-seq,pos,all,0,29,0.0,3,599,0.005008347245409015,0.0,1.5303803562757827,1.0,1.0
K562,HMG20B,TF ChIP-seq,pos,all,0,29,0.0,4,599,0.00667779632721202,0.0,1.1653896470599605,1.0,1.0
K562,NFATC3,TF ChIP-seq,pos,all,1,29,0.034482758620689655,26,599,0.04340567612687813,0.7870879120879121,0.1878017080090404,1.0,1.0
K562,NELFE,TF ChIP-seq,pos,all,0,29,0.0,1,599,0.001669449081803005,0.0,2.7576018868605043,1.0,1.0
K562,LCOR,TF ChIP-seq,pos,all,3,29,0.10344827586206896,44,599,0.07345575959933222,1.4554195804195804,0.7213441379170992,0.4708951182553001,1.0
K562,L3MBTL2,TF ChIP-seq,pos,all,8,29,0.27586206896551724,153,599,0.25542570951585974,1.1104886399004046,0.20161960629928505,0.8283045649535126,1.0
K562,KLF6,TF ChIP-seq,pos,all,1,29,0.034482758620689655,38,599,0.06343906510851419,0.5272556390977443,-0.3815718417378857,1.0,1.0
K562,KLF16,TF ChIP-seq,pos,all,4,29,0.13793103448275862,91,599,0.15191986644407346,0.8931868131868131,-0.028096214955725656,1.0,1.0
K562,KLF13,TF ChIP-seq,pos,all,3,29,0.10344827586206896,46,599,0.07679465776293823,1.387123745819398,0.6527151631679258,0.48761623512329766,1.0
K562,KLF1,TF ChIP-seq,pos,all,1,29,0.034482758620689655,42,599,0.07011686143572621,0.4736394557823129,-0.5344904547736202,0.7128320565537545,1.0
K562,KHSRP,TF ChIP-seq,pos,all,1,29,0.034482758620689655,16,599,0.02671118530884808,1.3013392857142858,0.8962672129053092,0.5571004113435836,1.0
K562,KDM2B,TF ChIP-seq,pos,all,0,29,0.0,10,599,0.01669449081803005,0.0,-0.07161246916083883,1.0,1.0
K562,KAT8,TF ChIP-seq,pos,all,0,29,0.0,10,599,0.01669449081803005,0.0,-0.07161246916083883,1.0,1.0
K562,KAT2B,TF ChIP-seq,pos,all,0,29,0.0,1,599,0.001669449081803005,0.0,2.7576018868605043,1.0,1.0
K562,JUNB,TF ChIP-seq,pos,all,0,29,0.0,16,599,0.02671118530884808,0.0,-0.7384483230129466,1.0,1.0
K562,IRF9,TF ChIP-seq,pos,all,2,29,0.06896551724137931,37,599,0.06176961602671119,1.125125125125125,0.44745897697122117,0.6995166410705758,1.0
K562,IRF2,TF ChIP-seq,pos,all,1,29,0.034482758620689655,28,599,0.04674457429048414,0.7283163265306123,0.07779216060615093,1.0,1.0
K562,ILK,TF ChIP-seq,pos,all,0,29,0.0,6,599,0.01001669449081803,0.0,0.6300214521389733,1.0,1.0
K562,IFI16,TF ChIP-seq,pos,all,0,29,0.0,5,599,0.008347245409015025,0.0,0.8734583317465173,1.0,1.0
K562,HSF4,TF ChIP-seq,pos,all,0,29,0.0,11,599,0.018363939899833055,0.0,-0.20530640038040987,1.0,1.0
K562,HOXB6,TF ChIP-seq,pos,all,0,29,0.0,8,599,0.01335559265442404,0.0,0.23812846772760765,1.0,1.0
K562,HOMEZ,TF ChIP-seq,pos,all,0,29,0.0,11,599,0.018363939899833055,0.0,-0.20530640038040987,1.0,1.0
K562,HNRNPLL,TF ChIP-seq,pos,all,3,29,0.10344827586206896,35,599,0.05843071786310518,1.8593406593406594,1.0705171187627236,0.4098364129792428,1.0
K562,HNRNPK,TF ChIP-seq,pos,all,1,29,0.034482758620689655,12,599,0.02003338898163606,1.7470238095238095,1.306661338234052,0.46244144661824593,1.0
K562,HMGXB4,TF ChIP-seq,pos,all,0,29,0.0,26,599,0.04340567612687813,0.0,-1.4469138279092153,0.6255331141617335,1.0
K562,LEF1,TF ChIP-seq,pos,all,3,29,0.10344827586206896,88,599,0.14691151919866444,0.6700174825174825,-0.3895806528432638,0.7861627286170993,1.0
K562,NEUROD1,TF ChIP-seq,pos,all,2,29,0.06896551724137931,55,599,0.09181969949916527,0.7326599326599327,-0.16505924627049634,1.0,1.0
K562,MAFF,TF ChIP-seq,pos,all,2,29,0.06896551724137931,53,599,0.08848080133555926,0.7631027253668763,-0.10682091936653956,1.0,1.0
K562,MAX,TF ChIP-seq,pos,all,9,29,0.3103448275862069,144,599,0.24040066777963273,1.421875,0.5467570701268737,0.38114211839475187,1.0
K562,NCOA6,TF ChIP-seq,pos,all,1,29,0.034482758620689655,16,599,0.02671118530884808,1.3013392857142858,0.8962672129053092,0.5571004113435836,1.0
K562,NCOA4,TF ChIP-seq,pos,all,0,29,0.0,8,599,0.01335559265442404,0.0,0.23812846772760765,1.0,1.0
K562,NCOA2,TF ChIP-seq,pos,all,0,29,0.0,18,599,0.03005008347245409,0.0,-0.9084610335175726,1.0,1.0
K562,NBN,TF ChIP-seq,pos,all,4,29,0.13793103448275862,77,599,0.1285475792988314,1.0846753246753247,0.25066248116482426,0.7803222991593324,1.0
K562,MYC,TF ChIP-seq,pos,all,2,29,0.06896551724137931,37,599,0.06176961602671119,1.125125125125125,0.44745897697122117,0.6995166410705758,1.0
K562,MYBL2,TF ChIP-seq,pos,all,0,29,0.0,13,599,0.021702838063439065,0.0,-0.4415432534968013,1.0,1.0
K562,MXD1,TF ChIP-seq,pos,all,0,29,0.0,7,599,0.011686143572621035,0.0,0.42113769881526164,1.0,1.0
K562,MTF1,TF ChIP-seq,pos,all,0,29,0.0,8,599,0.01335559265442404,0.0,0.23812846772760765,1.0,1.0
K562,MTA2,TF ChIP-seq,pos,all,3,29,0.10344827586206896,52,599,0.08681135225375626,1.2137573964497042,0.46190410431681794,0.7336139322007454,1.0
K562,MTA1,TF ChIP-seq,pos,all,2,29,0.06896551724137931,70,599,0.11686143572621036,0.5597883597883598,-0.5504960970437542,0.5627125476338899,1.0
K562,MLLT1,TF ChIP-seq,pos,all,5,29,0.1724137931034483,76,599,0.12687813021702837,1.4336622807017543,0.6193796587602456,0.4059837833298894,1.0
K562,MGA,TF ChIP-seq,pos,all,5,29,0.1724137931034483,92,599,0.15358931552587646,1.1480978260869565,0.30060432607831544,0.7920309130581096,1.0
K562,MEIS2,TF ChIP-seq,pos,all,7,29,0.2413793103448276,166,599,0.27712854757929883,0.8299561883899234,-0.20445268457058335,0.8322289793087454,1.0
K562,MEF2D,TF ChIP-seq,pos,all,2,29,0.06896551724137931,60,599,0.1001669449081803,0.6654320987654321,-0.30281570642387484,1.0,1.0
K562,MEF2A,TF ChIP-seq,pos,all,0,29,0.0,7,599,0.011686143572621035,0.0,0.42113769881526164,1.0,1.0
K562,MED1,TF ChIP-seq,pos,all,0,29,0.0,4,599,0.00667779632721202,0.0,1.1653896470599605,1.0,1.0
K562,MECOM,TF ChIP-seq,pos,all,2,29,0.06896551724137931,35,599,0.05843071786310518,1.1936507936507936,0.5316510326310214,0.6858389610647332,1.0
K562,MCM7,TF ChIP-seq,pos,all,0,29,0.0,4,599,0.00667779632721202,0.0,1.1653896470599605,1.0,1.0
K562,MCM2,TF ChIP-seq,pos,all,0,29,0.0,1,599,0.001669449081803005,0.0,2.7576018868605043,1.0,1.0
K562,MBD2,TF ChIP-seq,pos,all,2,29,0.06896551724137931,51,599,0.08514190317195326,0.7959331880900509,-0.04658433541732269,1.0,1.0
K562,MAZ,TF ChIP-seq,pos,all,6,29,0.20689655172413793,100,599,0.1669449081803005,1.3017391304347825,0.45914004307694456,0.6102964114914637,1.0
K562,MAFK,TF ChIP-seq,pos,all,3,29,0.10344827586206896,73,599,0.12186978297161936,0.8314014752370916,-0.07994815631624266,1.0,1.0
K562,ZZZ3,TF ChIP-seq,pos,all,0,29,0.0,2,599,0.00333889816360601,0.0,2.018223758618907,1.0,1.0
K562,H3K79me2,Histone ChIP-seq,pos,powered,14,29,0.4827586206896552,77,373,0.2064343163538874,3.587878787878788,1.839548574012463,0.001847045486328387,0.9179816067052082
K562,ZBTB11,TF ChIP-seq,pos,powered,2,29,0.06896551724137931,4,373,0.010723860589812333,6.833333333333333,2.9000739340665413,0.06292108395042346,0.9288596390155412
K562,ZBTB1,TF ChIP-seq,pos,powered,3,29,0.10344827586206896,11,373,0.029490616621983913,3.797202797202797,2.057709696339689,0.0716545525069999,0.9288596390155412
K562,HBP1,TF ChIP-seq,pos,powered,4,29,0.13793103448275862,18,373,0.04825737265415549,3.1555555555555554,1.7617520434612823,0.06426021711564875,0.9288596390155412
K562,CBX1,TF ChIP-seq,pos,powered,4,29,0.13793103448275862,17,373,0.045576407506702415,3.3505882352941176,1.8459749089697384,0.055334064292501546,0.9288596390155412
K562,ILF3,TF ChIP-seq,pos,powered,3,29,0.10344827586206896,8,373,0.021447721179624665,5.264423076923077,2.505699222196503,0.037659362616995776,0.9288596390155412
K562,CDC5L,TF ChIP-seq,pos,powered,3,29,0.10344827586206896,6,373,0.0160857908847185,7.0576923076923075,2.9005951890770394,0.021169793040562594,0.9288596390155412
K562,ZBTB26,TF ChIP-seq,pos,powered,4,29,0.13793103448275862,12,373,0.032171581769437,4.8133333333333335,2.3514953066472097,0.021741063175704817,0.9288596390155412
K562,NKRF,TF ChIP-seq,pos,powered,6,29,0.20689655172413793,33,373,0.08847184986595175,2.6877470355731226,1.4912726640177534,0.049611681422040865,0.9288596390155412
K562,ZNF436,TF ChIP-seq,pos,powered,2,29,0.06896551724137931,3,373,0.00804289544235925,9.135802469135802,3.2665431916109324,0.043898191725694834,0.9288596390155412
K562,JUN,TF ChIP-seq,pos,powered,9,29,0.3103448275862069,59,373,0.1581769436997319,2.3949152542372882,1.2924739523968476,0.06657290044017342,0.9288596390155412
K562,H3K27ac,Histone ChIP-seq,pos,powered,16,29,0.5517241379310345,140,373,0.3753351206434316,2.048351648351648,1.0223590366837207,0.07475731501131117,0.9288596390155412
K562,RBM39,TF ChIP-seq,pos,powered,2,29,0.06896551724137931,3,373,0.00804289544235925,9.135802469135802,3.2665431916109324,0.043898191725694834,0.9288596390155412
K562,NFIC,TF ChIP-seq,pos,powered,11,29,0.3793103448275862,74,373,0.19839142091152814,2.469219219219219,1.3213522627546872,0.03160899825296948,0.9288596390155412
K562,NCOA1,TF ChIP-seq,pos,powered,6,29,0.20689655172413793,34,373,0.09115281501340483,2.601023017902813,1.4445941739300174,0.0553842927702667,0.9288596390155412
K562,DDIT3,TF ChIP-seq,pos,powered,3,29,0.10344827586206896,7,373,0.01876675603217158,6.032967032967033,2.690213260019698,0.028778870467239235,0.9288596390155412
K562,E2F1,TF ChIP-seq,pos,powered,3,29,0.10344827586206896,10,373,0.02680965147453083,4.188461538461539,2.192928598635239,0.059139605038222756,0.9288596390155412
K562,KLF10,TF ChIP-seq,pos,powered,2,29,0.06896551724137931,1,373,0.002680965147453083,27.555555555555557,4.49670249599107,0.014431458666765925,0.9288596390155412
K562,ZNF253,TF ChIP-seq,pos,powered,2,29,0.06896551724137931,3,373,0.00804289544235925,9.135802469135802,3.2665431916109324,0.043898191725694834,0.9288596390155412
K562,E2F8,TF ChIP-seq,pos,powered,6,29,0.20689655172413793,24,373,0.064343163538874,3.7934782608695654,1.980289667723683,0.01445934036134736,0.9288596390155412
K562,FOXA3,TF ChIP-seq,pos,powered,4,29,0.13793103448275862,15,373,0.040214477211796246,3.8186666666666667,2.0291326577858464,0.039698355114867453,0.9288596390155412
K562,SREBF2,TF ChIP-seq,pos,powered,2,29,0.06896551724137931,3,373,0.00804289544235925,9.135802469135802,3.2665431916109324,0.043898191725694834,0.9288596390155412
K562,ZNF174,TF ChIP-seq,pos,powered,1,29,0.034482758620689655,0,373,0.0,inf,5.2970369193456515,0.07213930348258706,0.9288596390155412
K562,SRSF1,TF ChIP-seq,pos,powered,1,29,0.034482758620689655,0,373,0.0,inf,5.2970369193456515,0.07213930348258706,0.9288596390155412
K562,ETS1,TF ChIP-seq,pos,powered,5,29,0.1724137931034483,19,373,0.05093833780160858,3.8815789473684212,2.028961372899357,0.02205847448357532,0.9288596390155412
K562,TEAD4,TF ChIP-seq,pos,powered,12,29,0.41379310344827586,88,373,0.2359249329758713,2.286096256684492,1.2043145581096035,0.04358216616312753,0.9288596390155412
K562,OTX1,TF ChIP-seq,pos,powered,4,29,0.13793103448275862,17,373,0.045576407506702415,3.3505882352941176,1.8459749089697384,0.055334064292501546,0.9288596390155412
K562,EWSR1,TF ChIP-seq,pos,powered,2,29,0.06896551724137931,1,373,0.002680965147453083,27.555555555555557,4.49670249599107,0.014431458666765925,0.9288596390155412
K562,THAP12,TF ChIP-seq,pos,powered,5,29,0.1724137931034483,13,373,0.03485254691689008,5.769230769230769,2.583689721599443,0.006076209677040017,0.9288596390155412
K562,HNRNPUL1,TF ChIP-seq,pos,powered,2,29,0.06896551724137931,2,373,0.005361930294906166,13.74074074074074,3.7558586870139368,0.02756935234576559,0.9288596390155412
K562,ATF2,TF ChIP-seq,pos,powered,6,29,0.20689655172413793,31,373,0.08310991957104558,2.8779803646563815,1.5885311208114274,0.03925799747913118,0.9288596390155412
K562,ZNF717,TF ChIP-seq,pos,powered,2,29,0.06896551724137931,2,373,0.005361930294906166,13.74074074074074,3.7558586870139368,0.02756935234576559,0.9288596390155412
K562,ZBED1,TF ChIP-seq,pos,powered,3,29,0.10344827586206896,10,373,0.02680965147453083,4.188461538461539,2.192928598635239,0.059139605038222756,0.9288596390155412
K562,POLR2B,TF ChIP-seq,pos,powered,6,29,0.20689655172413793,26,373,0.06970509383378017,3.4816053511705687,1.8587995795111254,0.01987877942608213,0.9288596390155412
K562,THRB,TF ChIP-seq,pos,powered,4,29,0.13793103448275862,19,373,0.05093833780160858,2.9810526315789474,1.6817392578480845,0.0739157923994132,0.9288596390155412
K562,PTBP1,TF ChIP-seq,pos,powered,3,29,0.10344827586206896,11,373,0.029490616621983913,3.797202797202797,2.057709696339689,0.0716545525069999,0.9288596390155412
K562,BACH1,TF ChIP-seq,pos,powered,3,29,0.10344827586206896,11,373,0.029490616621983913,3.797202797202797,2.057709696339689,0.0716545525069999,0.9288596390155412
K562,ZNF7,TF ChIP-seq,pos,powered,7,29,0.2413793103448276,28,373,0.07506702412868632,3.9204545454545454,2.014689385502361,0.007902780287460642,0.9288596390155412
K562,ZNF84,TF ChIP-seq,pos,powered,3,29,0.10344827586206896,10,373,0.02680965147453083,4.188461538461539,2.192928598635239,0.059139605038222756,0.9288596390155412
K562,HMG20A,TF ChIP-seq,pos,powered,1,29,0.034482758620689655,0,373,0.0,inf,5.2970369193456515,0.07213930348258706,0.9288596390155412
K562,ZNF57,TF ChIP-seq,pos,powered,2,29,0.06896551724137931,5,373,0.013404825737265416,5.451851851851852,2.606657571820475,0.08419213616534735,0.930905916074281
K562,CGGBP1,TF ChIP-seq,pos,powered,2,29,0.06896551724137931,5,373,0.013404825737265416,5.451851851851852,2.606657571820475,0.08419213616534735,0.930905916074281
K562,ZNF561,TF ChIP-seq,pos,powered,2,29,0.06896551724137931,5,373,0.013404825737265416,5.451851851851852,2.606657571820475,0.08419213616534735,0.930905916074281
K562,H2AFZ,Histone ChIP-seq,pos,powered,7,29,0.2413793103448276,153,373,0.4101876675603217,0.45751633986928103,-1.062422500533815,0.07938331855204252,0.930905916074281
K562,SAP30,TF ChIP-seq,pos,powered,4,29,0.13793103448275862,20,373,0.05361930294906166,2.824,1.6055140596621318,0.08428725598258077,0.930905916074281
K562,ATF3,TF ChIP-seq,pos,powered,9,29,0.3103448275862069,67,373,0.17962466487935658,2.055223880597015,1.0733031754654525,0.08895752692187625,0.9611280626124457
K562,AGO1,TF ChIP-seq,pos,powered,3,29,0.10344827586206896,15,373,0.040214477211796246,2.753846153846154,1.6110674658094346,0.13208270060510688,0.9746901403208398
K562,TRIM25,TF ChIP-seq,pos,powered,2,29,0.06896551724137931,7,373,0.01876675603217158,3.873015873015873,2.151347173887996,0.13192414225107812,0.9746901403208398
K562,ETV5,TF ChIP-seq,pos,powered,6,29,0.20689655172413793,41,373,0.10991957104557641,2.112407211028632,1.148021965505082,0.13087459215965155,0.9746901403208398
K562,KDM4B,TF ChIP-seq,pos,powered,1,29,0.034482758620689655,1,373,0.002680965147453083,13.285714285714286,3.708206601184782,0.13924144861726281,0.9746901403208398
K562,ZFP30,TF ChIP-seq,pos,powered,1,29,0.034482758620689655,1,373,0.002680965147453083,13.285714285714286,3.708206601184782,0.13924144861726281,0.9746901403208398
K562,MTA3,TF ChIP-seq,pos,powered,2,29,0.06896551724137931,72,373,0.19302949061662197,0.3096707818930041,-1.403326516752147,0.13356749905128934,0.9746901403208398
K562,FIP1L1,TF ChIP-seq,pos,powered,3,29,0.10344827586206896,13,373,0.03485254691689008,3.195266272189349,1.8184024145717588,0.09993904364048738,0.9746901403208398
K562,PML,TF ChIP-seq,pos,powered,6,29,0.20689655172413793,35,373,0.0938337801608579,2.519254658385093,1.3991157705337696,0.10070964521094024,0.9746901403208398
K562,POLR2A,TF ChIP-seq,pos,powered,8,29,0.27586206896551724,60,373,0.16085790884718498,1.9873015873015873,1.0346564820756858,0.12327754952416514,0.9746901403208398
K562,U2AF1,TF ChIP-seq,pos,powered,2,29,0.06896551724137931,7,373,0.01876675603217158,3.873015873015873,2.151347173887996,0.13192414225107812,0.9746901403208398
K562,POLR2AphosphoS5,TF ChIP-seq,pos,powered,8,29,0.27586206896551724,55,373,0.14745308310991956,2.2025974025974024,1.1819317824544358,0.10532796709045208,0.9746901403208398
K562,TBL1XR1,TF ChIP-seq,pos,powered,4,29,0.13793103448275862,23,373,0.06166219839142091,2.4347826086956523,1.3961814418038025,0.11949451934898624,0.9746901403208398
K562,SRF,TF ChIP-seq,pos,powered,2,29,0.06896551724137931,6,373,0.0160857908847185,4.530864197530864,2.3617291029453376,0.10731206464874136,0.9746901403208398
K562,ZNF274,TF ChIP-seq,pos,powered,2,29,0.06896551724137931,7,373,0.01876675603217158,3.873015873015873,2.151347173887996,0.13192414225107812,0.9746901403208398
K562,TRIM24,TF ChIP-seq,pos,powered,8,29,0.27586206896551724,54,373,0.1447721179624665,2.250440917107584,1.2126858827183093,0.10315959262336802,0.9746901403208398
K562,CHD7,TF ChIP-seq,pos,powered,1,29,0.034482758620689655,1,373,0.002680965147453083,13.285714285714286,3.708206601184782,0.13924144861726281,0.9746901403208398
K562,SUPT5H,TF ChIP-seq,pos,powered,6,29,0.20689655172413793,36,373,0.09651474530831099,2.4420289855072466,1.354769999521631,0.10415274122007434,0.9746901403208398
K562,ZBTB5,TF ChIP-seq,pos,powered,2,29,0.06896551724137931,7,373,0.01876675603217158,3.873015873015873,2.151347173887996,0.13192414225107812,0.9746901403208398
K562,ZNF700,TF ChIP-seq,pos,powered,2,29,0.06896551724137931,6,373,0.0160857908847185,4.530864197530864,2.3617291029453376,0.10731206464874136,0.9746901403208398
K562,TFDP1,TF ChIP-seq,pos,powered,6,29,0.20689655172413793,41,373,0.10991957104557641,2.112407211028632,1.148021965505082,0.13087459215965155,0.9746901403208398
K562,SFPQ,TF ChIP-seq,pos,powered,1,29,0.034482758620689655,1,373,0.002680965147453083,13.285714285714286,3.708206601184782,0.13924144861726281,0.9746901403208398
K562,H3K9me3,Histone ChIP-seq,pos,powered,1,29,0.034482758620689655,1,373,0.002680965147453083,13.285714285714286,3.708206601184782,0.13924144861726281,0.9746901403208398
K562,CEBPZ,TF ChIP-seq,pos,powered,1,29,0.034482758620689655,1,373,0.002680965147453083,13.285714285714286,3.708206601184782,0.13924144861726281,0.9746901403208398
K562,H4K20me1,Histone ChIP-seq,pos,powered,8,29,0.27586206896551724,57,373,0.15281501340482573,2.1119465329991645,1.1217697250322074,0.111110533840178,0.9746901403208398
K562,XRCC3,TF ChIP-seq,pos,powered,1,29,0.034482758620689655,1,373,0.002680965147453083,13.285714285714286,3.708206601184782,0.13924144861726281,0.9746901403208398
K562,TAF9B,TF ChIP-seq,pos,powered,3,29,0.10344827586206896,25,373,0.06702412868632708,1.606153846153846,0.8520239713913325,0.44195744571500317,1.0
K562,TGIF2,TF ChIP-seq,pos,powered,1,29,0.034482758620689655,5,373,0.013404825737265416,2.6285714285714286,1.8181616770141868,0.3637545367043465,1.0
K562,THAP1,TF ChIP-seq,pos,powered,2,29,0.06896551724137931,8,373,0.021447721179624665,3.3796296296296298,1.9668331360648008,0.1577104601970379,1.0
K562,TEAD2,TF ChIP-seq,pos,powered,0,29,0.0,21,373,0.05630026809651475,0.0,-1.8474283567777834,0.38513550602460944,1.0
K562,TAF15,TF ChIP-seq,pos,powered,0,29,0.0,2,373,0.005361930294906166,0.0,1.3326472562893927,1.0,1.0
K562,THRAP3,TF ChIP-seq,pos,powered,0,29,0.0,5,373,0.013404825737265416,0.0,0.18344614109593127,1.0,1.0
K562,TAF1,TF ChIP-seq,pos,powered,5,29,0.1724137931034483,30,373,0.08042895442359249,2.3819444444444446,1.3381507257773029,0.1594105234107121,1.0
K562,THRA,TF ChIP-seq,pos,powered,0,29,0.0,6,373,0.0160857908847185,0.0,-0.06148232777920661,1.0,1.0
K562,THAP7,TF ChIP-seq,pos,powered,0,29,0.0,4,373,0.010723860589812333,0.0,0.4768625033419974,1.0,1.0
K562,TAF7,TF ChIP-seq,pos,powered,1,29,0.034482758620689655,14,373,0.03753351206434316,0.9158163265306123,0.3839394518681402,1.0,1.0
K562,TAL1,TF ChIP-seq,pos,powered,4,29,0.13793103448275862,63,373,0.16890080428954424,0.7873015873015873,-0.21273556908086766,0.8004234607967975,1.0
K562,TBP,TF ChIP-seq,pos,powered,4,29,0.13793103448275862,33,373,0.08847184986595175,1.6484848484848484,0.8429214570251156,0.3261458704477868,1.0
K562,TEAD1,TF ChIP-seq,pos,powered,2,29,0.06896551724137931,44,373,0.11796246648793565,0.5538720538720538,-0.5710303945956434,0.5571454238156949,1.0
K562,TBPL1,TF ChIP-seq,pos,powered,1,29,0.034482758620689655,11,373,0.029490616621983913,1.1753246753246753,0.7303477154016985,0.5980820396236408,1.0
K562,TFE3,TF ChIP-seq,pos,powered,3,29,0.10344827586206896,24,373,0.064343163538874,1.6778846153846154,0.9138732687546332,0.43053496774806876,1.0
K562,TBX18,TF ChIP-seq,pos,powered,1,29,0.034482758620689655,18,373,0.04825737265415549,0.7043650793650794,0.016324870546880078,1.0,1.0
K562,TRIM28,TF ChIP-seq,pos,powered,3,29,0.10344827586206896,23,373,0.06166219839142091,1.7558528428093645,0.9781162498273908,0.41998897948852115,1.0
K562,TCF12,TF ChIP-seq,pos,powered,3,29,0.10344827586206896,33,373,0.08847184986595175,1.1888111888111887,0.42485626504870355,0.7352918959210065,1.0
K562,TOE1,TF ChIP-seq,pos,powered,4,29,0.13793103448275862,38,373,0.10187667560321716,1.4105263157894736,0.620882074976099,0.5269337527180857,1.0
K562,TFCP2,TF ChIP-seq,pos,powered,2,29,0.06896551724137931,20,373,0.05361930294906166,1.3074074074074074,0.6485827815540179,0.666768126437791,1.0
K562,TCF15,TF ChIP-seq,pos,powered,0,29,0.0,12,373,0.032171581769437,0.0,-1.0286474021854481,1.0,1.0
K562,TCF3,TF ChIP-seq,pos,powered,6,29,0.20689655172413793,84,373,0.225201072386059,0.8975155279503105,-0.0776090318294929,1.0,1.0
K562,TFAP4,TF ChIP-seq,pos,powered,9,29,0.3103448275862069,125,373,0.3351206434316354,0.8928,-0.12406600356298401,0.8411566388716986,1.0
K562,TCF7,TF ChIP-seq,pos,powered,2,29,0.06896551724137931,11,373,0.029490616621983913,2.4377104377104377,1.5188436102079865,0.239447551903197,1.0
K562,TARDBP,TF ChIP-seq,pos,powered,3,29,0.10344827586206896,35,373,0.0938337801608579,1.1142857142857143,0.3326993715647195,0.7466479272751123,1.0
K562,TCFL5,TF ChIP-seq,pos,powered,1,29,0.034482758620689655,3,373,0.00804289544235925,4.404761904761905,2.478047296804644,0.2596721406747598,1.0
