cell,target,assay,effect_sign,background,pos_overlap,pos_total,pos_frac,bg_overlap,bg_total,bg_frac,odds_ratio,log2_OR,p_value,FDR
K562,ZNF740,TF ChIP-seq,neg,powered,2,18,0.1111111111111111,19,373,0.05093833780160858,2.3289473684210527,1.4617735739061768,0.2507268202579694,0.8075357327789143
K562,RFX5,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,5,373,0.013404825737265416,4.329411764705882,2.5217686742339622,0.24771807157665046,0.8075357327789143
K562,DACH1,TF ChIP-seq,neg,powered,4,18,0.2222222222222222,42,373,0.1126005361930295,2.251700680272109,1.2754181302896264,0.24856717360839525,0.8075357327789143
K562,HNRNPL,TF ChIP-seq,neg,powered,2,18,0.1111111111111111,18,373,0.04825737265415549,2.4652777777777777,1.5417863595193744,0.23300652432398364,0.8075357327789143
K562,ZBTB34,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,5,373,0.013404825737265416,4.329411764705882,2.5217686742339622,0.24771807157665046,0.8075357327789143
K562,ZFP36,TF ChIP-seq,neg,powered,3,18,0.16666666666666666,34,373,0.09115281501340483,1.9941176470588236,1.1519019191372917,0.23680074958685868,0.8075357327789143
K562,DMTF1,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,5,373,0.013404825737265416,4.329411764705882,2.5217686742339622,0.24771807157665046,0.8075357327789143
K562,THRAP3,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,5,373,0.013404825737265416,4.329411764705882,2.5217686742339622,0.24771807157665046,0.8075357327789143
K562,ELK1,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,5,373,0.013404825737265416,4.329411764705882,2.5217686742339622,0.24771807157665046,0.8075357327789143
K562,H3K4me2,Histone ChIP-seq,neg,powered,12,18,0.6666666666666666,188,373,0.5040214477211796,1.9680851063829787,0.9202711349857715,0.22914526803320814,0.8075357327789143
K562,ESRRA,TF ChIP-seq,neg,powered,6,18,0.3333333333333333,74,373,0.19839142091152814,2.02027027027027,1.0638272006929916,0.22560432745524855,0.8075357327789143
K562,NFIC,TF ChIP-seq,neg,powered,6,18,0.3333333333333333,74,373,0.19839142091152814,2.02027027027027,1.0638272006929916,0.22560432745524855,0.8075357327789143
K562,NR2C2,TF ChIP-seq,neg,powered,6,18,0.3333333333333333,75,373,0.20107238605898123,1.9866666666666666,1.0397659103060937,0.22834003947020726,0.8075357327789143
K562,ASH1L,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,5,373,0.013404825737265416,4.329411764705882,2.5217686742339622,0.24771807157665046,0.8075357327789143
K562,GATA1,TF ChIP-seq,neg,powered,3,18,0.16666666666666666,34,373,0.09115281501340483,1.9941176470588236,1.1519019191372917,0.23680074958685868,0.8075357327789143
K562,ARHGAP35,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,5,373,0.013404825737265416,4.329411764705882,2.5217686742339622,0.24771807157665046,0.8075357327789143
K562,HSF4,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,5,373,0.013404825737265416,4.329411764705882,2.5217686742339622,0.24771807157665046,0.8075357327789143
K562,MXI1,TF ChIP-seq,neg,powered,2,18,0.1111111111111111,19,373,0.05093833780160858,2.3289473684210527,1.4617735739061768,0.2507268202579694,0.8075357327789143
K562,XRCC5,TF ChIP-seq,neg,powered,4,18,0.2222222222222222,43,373,0.11528150134048257,2.1926910299003324,1.2375069719737035,0.25240749503644494,0.8077039841166238
K562,CREB3L1,TF ChIP-seq,neg,powered,4,18,0.2222222222222222,45,373,0.12064343163538874,2.0825396825396827,1.1638989264383734,0.2615070685112146,0.8157704778714618
K562,SPI1,TF ChIP-seq,neg,powered,4,18,0.2222222222222222,45,373,0.12064343163538874,2.0825396825396827,1.1638989264383734,0.2615070685112146,0.8157704778714618
K562,ZBTB2,TF ChIP-seq,neg,powered,4,18,0.2222222222222222,44,373,0.11796246648793565,2.1363636363636362,1.2003452303563944,0.25672782305441866,0.8157704778714618
K562,ZNF384,TF ChIP-seq,neg,powered,4,18,0.2222222222222222,45,373,0.12064343163538874,2.0825396825396827,1.1638989264383734,0.2615070685112146,0.8157704778714618
K562,MECOM,TF ChIP-seq,neg,powered,2,18,0.1111111111111111,20,373,0.05361930294906166,2.20625,1.385548375720224,0.26852853376786806,0.8221614367213739
K562,ZNF511,TF ChIP-seq,neg,powered,2,18,0.1111111111111111,20,373,0.05361930294906166,2.20625,1.385548375720224,0.26852853376786806,0.8221614367213739
K562,CHD2,TF ChIP-seq,neg,powered,2,18,0.1111111111111111,20,373,0.05361930294906166,2.20625,1.385548375720224,0.26852853376786806,0.8221614367213739
K562,ZNF700,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,6,373,0.0160857908847185,3.5980392156862746,2.276840205358824,0.28288969420423554,0.8355245494913202
K562,ZNF311,TF ChIP-seq,neg,powered,2,18,0.1111111111111111,21,373,0.05630026809651475,2.0952380952380953,1.3127486681129668,0.2863693012369444,0.8355245494913202
K562,IRF9,TF ChIP-seq,neg,powered,2,18,0.1111111111111111,21,373,0.05630026809651475,2.0952380952380953,1.3127486681129668,0.2863693012369444,0.8355245494913202
K562,KHSRP,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,6,373,0.0160857908847185,3.5980392156862746,2.276840205358824,0.28288969420423554,0.8355245494913202
K562,NCOA4,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,6,373,0.0160857908847185,3.5980392156862746,2.276840205358824,0.28288969420423554,0.8355245494913202
K562,THRA,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,6,373,0.0160857908847185,3.5980392156862746,2.276840205358824,0.28288969420423554,0.8355245494913202
K562,FOXP1,TF ChIP-seq,neg,powered,2,18,0.1111111111111111,21,373,0.05630026809651475,2.0952380952380953,1.3127486681129668,0.2863693012369444,0.8355245494913202
K562,ZNF281,TF ChIP-seq,neg,powered,7,18,0.3888888888888889,99,373,0.26541554959785524,1.761248852157943,0.8473663580130555,0.2791451112916022,0.8355245494913202
K562,FOXK2,TF ChIP-seq,neg,powered,4,18,0.2222222222222222,50,373,0.13404825737265416,1.8457142857142856,0.9913544255554531,0.29156504211625067,0.8407922144747694
K562,ZNF589,TF ChIP-seq,neg,powered,4,18,0.2222222222222222,50,373,0.13404825737265416,1.8457142857142856,0.9913544255554531,0.29156504211625067,0.8407922144747694
K562,CREM,TF ChIP-seq,neg,powered,7,18,0.3888888888888889,103,373,0.2761394101876676,1.6681376875551632,0.7693264658789957,0.2937588414899936,0.842221880803681
K562,PHF20,TF ChIP-seq,neg,powered,2,18,0.1111111111111111,22,373,0.058981233243967826,1.9943181818181819,1.2430617582717696,0.30421006870602096,0.8622182518753508
K562,SP1,TF ChIP-seq,neg,powered,2,18,0.1111111111111111,22,373,0.058981233243967826,1.9943181818181819,1.2430617582717696,0.30421006870602096,0.8622182518753508
K562,YY1,TF ChIP-seq,neg,powered,4,18,0.2222222222222222,53,373,0.14209115281501342,1.725067385444744,0.8946575665323343,0.3138101660599262,0.884374104350701
K562,CLOCK,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,7,373,0.01876675603217158,3.0756302521008405,2.066458276301483,0.316504239788412,0.8869271352262845
K562,NFE2,TF ChIP-seq,neg,powered,4,18,0.2222222222222222,54,373,0.1447721179624665,1.687830687830688,0.8634318024848082,0.3218114809624911,0.8873299610980021
K562,CTBP1,TF ChIP-seq,neg,powered,9,18,0.5,138,373,0.3699731903485255,1.7028985507246377,0.7658410835635948,0.32072163740620485,0.8873299610980021
K562,SIN3A,TF ChIP-seq,neg,powered,2,18,0.1111111111111111,23,373,0.06166219839142091,1.9021739130434783,1.1762157578618948,0.3220149052371782,0.8873299610980021
K562,POLR2AphosphoS5,TF ChIP-seq,neg,powered,4,18,0.2222222222222222,55,373,0.14745308310991956,1.651948051948052,0.8326777022209347,0.3300752041930723,0.899545611427274
K562,C11orf30,TF ChIP-seq,neg,powered,4,18,0.2222222222222222,55,373,0.14745308310991956,1.651948051948052,0.8326777022209347,0.3300752041930723,0.899545611427274
K562,GTF2E2,TF ChIP-seq,neg,powered,2,18,0.1111111111111111,24,373,0.064343163538874,1.8177083333333333,1.1119727767891372,0.33975082505134313,0.9011572685853807
K562,GABPB1,TF ChIP-seq,neg,powered,5,18,0.2777777777777778,65,373,0.1742627345844504,1.8224852071005917,0.9402477940857964,0.33921434005360085,0.9011572685853807
K562,CBFB,TF ChIP-seq,neg,powered,2,18,0.1111111111111111,24,373,0.064343163538874,1.8177083333333333,1.1119727767891372,0.33975082505134313,0.9011572685853807
K562,HDAC3,TF ChIP-seq,neg,powered,2,18,0.1111111111111111,24,373,0.064343163538874,1.8177083333333333,1.1119727767891372,0.33975082505134313,0.9011572685853807
K562,SKIL,TF ChIP-seq,neg,powered,5,18,0.2777777777777778,65,373,0.1742627345844504,1.8224852071005917,0.9402477940857964,0.33921434005360085,0.9011572685853807
K562,ZNF257,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,8,373,0.021447721179624665,2.6838235294117645,1.8819442384782876,0.34862675593412645,0.9100993207543512
K562,ZNF75A,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,8,373,0.021447721179624665,2.6838235294117645,1.8819442384782876,0.34862675593412645,0.9100993207543512
K562,HEY1,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,8,373,0.021447721179624665,2.6838235294117645,1.8819442384782876,0.34862675593412645,0.9100993207543512
K562,RELA,TF ChIP-seq,neg,powered,2,18,0.1111111111111111,25,373,0.06702412868632708,1.74,1.0501234794258363,0.3573876180807938,0.9280851233930562
K562,NRF1,TF ChIP-seq,neg,powered,5,18,0.2777777777777778,73,373,0.19571045576407506,1.5806111696522656,0.7360929523486498,0.3732803646656786,0.955670035290347
K562,PHF21A,TF ChIP-seq,neg,powered,0,18,0.0,31,373,0.08310991957104558,0.0,-1.7667731112809772,0.3814625539859797,0.955670035290347
K562,MBD1,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,9,373,0.024128686327077747,2.3790849673202614,1.7175269746595414,0.37931973602100005,0.955670035290347
K562,HDAC1,TF ChIP-seq,neg,powered,0,18,0.0,30,373,0.08042895442359249,0.0,-1.716024414373736,0.3814973124747756,0.955670035290347
K562,NCOA2,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,9,373,0.024128686327077747,2.3790849673202614,1.7175269746595414,0.37931973602100005,0.955670035290347
K562,POLR2B,TF ChIP-seq,neg,powered,2,18,0.1111111111111111,26,373,0.06970509383378017,1.6682692307692308,0.9904826885765796,0.3748976885905906,0.955670035290347
K562,ZNF609,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,9,373,0.024128686327077747,2.3790849673202614,1.7175269746595414,0.37931973602100005,0.955670035290347
K562,PRDM10,TF ChIP-seq,neg,powered,5,18,0.2777777777777778,75,373,0.20107238605898123,1.528205128205128,0.6877264984135549,0.3847598713566416,0.9589994783562524
K562,KDM5B,TF ChIP-seq,neg,powered,0,18,0.0,36,373,0.09651474530831099,0.0,-2.000534232570774,0.39271554562028976,0.9642916367706125
K562,ZNF24,TF ChIP-seq,neg,powered,0,18,0.0,35,373,0.0938337801608579,0.0,-1.9561884615586351,0.38908466623432386,0.9642916367706125
K562,MNT,TF ChIP-seq,neg,powered,6,18,0.3333333333333333,86,373,0.23056300268096513,1.6686046511627908,0.7893734465613804,0.3910714763242076,0.9642916367706125
K562,USF2,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,10,373,0.02680965147453083,2.135294117647059,1.569173614917024,0.40864321305937806,0.9697944195093374
K562,ZBED1,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,10,373,0.02680965147453083,2.135294117647059,1.569173614917024,0.40864321305937806,0.9697944195093374
K562,ZNF79,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,10,373,0.02680965147453083,2.135294117647059,1.569173614917024,0.40864321305937806,0.9697944195093374
K562,JUNB,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,10,373,0.02680965147453083,2.135294117647059,1.569173614917024,0.40864321305937806,0.9697944195093374
K562,BCL6,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,10,373,0.02680965147453083,2.135294117647059,1.569173614917024,0.40864321305937806,0.9697944195093374
K562,ZNF12,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,10,373,0.02680965147453083,2.135294117647059,1.569173614917024,0.40864321305937806,0.9697944195093374
K562,PML,TF ChIP-seq,neg,powered,3,18,0.16666666666666666,35,373,0.0938337801608579,1.9314285714285715,1.1064235157410436,0.4017619182454881,0.9697944195093374
K562,TEAD2,TF ChIP-seq,neg,powered,0,18,0.0,21,373,0.05630026809651475,0.0,-1.1742386730448917,0.6125509412551469,1.0
K562,ZNF518B,TF ChIP-seq,neg,powered,0,18,0.0,2,373,0.005361930294906166,0.0,2.0058369400222844,1.0,1.0
K562,ZNF512,TF ChIP-seq,neg,powered,0,18,0.0,15,373,0.040214477211796246,0.0,-0.6778203673139201,1.0,1.0
K562,ZNF668,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,13,373,0.03485254691689008,1.6289592760180995,1.1946474308535435,0.4889619323309966,1.0
K562,TFE3,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,24,373,0.064343163538874,0.8553921568627451,0.29011828503641807,1.0,1.0
K562,TFDP1,TF ChIP-seq,neg,powered,2,18,0.1111111111111111,41,373,0.10991957104557641,1.0121951219512195,0.2797050745705361,1.0,1.0
K562,ZNF583,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,26,373,0.06970509383378017,0.7850678733031674,0.16862819682386024,1.0,1.0
K562,TGIF2,TF ChIP-seq,neg,powered,0,18,0.0,5,373,0.013404825737265416,0.0,0.8566358248288226,1.0,1.0
K562,ZNF551,TF ChIP-seq,neg,powered,0,18,0.0,3,373,0.00804289544235925,0.0,1.5165214446192798,1.0,1.0
K562,THAP1,TF ChIP-seq,neg,powered,0,18,0.0,8,373,0.021447721179624665,0.0,0.21681138907314804,1.0,1.0
K562,ZNF561,TF ChIP-seq,neg,powered,0,18,0.0,5,373,0.013404825737265416,0.0,0.8566358248288226,1.0,1.0
K562,TEAD1,TF ChIP-seq,neg,powered,2,18,0.1111111111111111,44,373,0.11796246648793565,0.9346590909090909,0.1659351995705628,1.0,1.0
K562,ZNF57,TF ChIP-seq,neg,powered,0,18,0.0,5,373,0.013404825737265416,0.0,0.8566358248288226,1.0,1.0
K562,ZNF586,TF ChIP-seq,neg,powered,0,18,0.0,2,373,0.005361930294906166,0.0,2.0058369400222844,1.0,1.0
K562,ZNF584,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,31,373,0.08310991957104558,0.6489563567362429,-0.10164026187583762,1.0,1.0
K562,TFCP2,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,20,373,0.05361930294906166,1.0382352941176471,0.5636938839675049,1.0,1.0
K562,THAP12,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,13,373,0.03485254691689008,1.6289592760180995,1.1946474308535435,0.4889619323309966,1.0
K562,ZFP1,TF ChIP-seq,neg,powered,0,18,0.0,6,373,0.0160857908847185,0.0,0.6117073559536848,1.0,1.0
K562,TCF7,TF ChIP-seq,neg,powered,0,18,0.0,11,373,0.029490616621983913,0.0,-0.23117813678366583,1.0,1.0
K562,ZSCAN29,TF ChIP-seq,neg,powered,0,18,0.0,15,373,0.040214477211796246,0.0,-0.6778203673139201,1.0,1.0
K562,SREBF1,TF ChIP-seq,neg,powered,0,18,0.0,8,373,0.021447721179624665,0.0,0.21681138907314804,1.0,1.0
K562,SREBF2,TF ChIP-seq,neg,powered,0,18,0.0,3,373,0.00804289544235925,0.0,1.5165214446192798,1.0,1.0
K562,ZNF84,TF ChIP-seq,neg,powered,0,18,0.0,10,373,0.02680965147453083,0.0,-0.09595923448811564,1.0,1.0
K562,ZNF830,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,15,373,0.040214477211796246,1.4039215686274509,0.9873124820912194,0.5366581456843244,1.0
K562,SRF,TF ChIP-seq,neg,powered,0,18,0.0,6,373,0.0160857908847185,0.0,0.6117073559536848,1.0,1.0
K562,ZNF83,TF ChIP-seq,neg,powered,2,18,0.1111111111111111,32,373,0.08579088471849866,1.33203125,0.6709079307905448,0.6631710051670328,1.0
K562,ZNF785,TF ChIP-seq,neg,powered,0,18,0.0,2,373,0.005361930294906166,0.0,2.0058369400222844,1.0,1.0
K562,SRSF3,TF ChIP-seq,neg,powered,0,18,0.0,2,373,0.005361930294906166,0.0,2.0058369400222844,1.0,1.0
K562,STAG1,TF ChIP-seq,neg,powered,2,18,0.1111111111111111,38,373,0.10187667560321716,1.1019736842105263,0.40091639103419113,0.7049248433567608,1.0
K562,ZNF780A,TF ChIP-seq,neg,powered,0,18,0.0,4,373,0.010723860589812333,0.0,1.1500521870748888,1.0,1.0
K562,ZNF77,TF ChIP-seq,neg,powered,0,18,0.0,2,373,0.005361930294906166,0.0,2.0058369400222844,1.0,1.0
K562,SUPT5H,TF ChIP-seq,neg,powered,2,18,0.1111111111111111,36,373,0.09651474530831099,1.1701388888888888,0.48645310858708496,0.6905506775882263,1.0
K562,SUZ12,TF ChIP-seq,neg,powered,0,18,0.0,2,373,0.005361930294906166,0.0,2.0058369400222844,1.0,1.0
K562,TAF15,TF ChIP-seq,neg,powered,0,18,0.0,2,373,0.005361930294906166,0.0,2.0058369400222844,1.0,1.0
K562,TAF7,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,14,373,0.03753351206434316,1.5084033613445378,1.0875464490879154,0.5133616278695696,1.0
K562,ZNF764,TF ChIP-seq,neg,powered,0,18,0.0,4,373,0.010723860589812333,0.0,1.1500521870748888,1.0,1.0
K562,ZNF76,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,23,373,0.06166219839142091,0.8951406649616368,0.3543612661091754,1.0,1.0
K562,TBL1XR1,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,23,373,0.06166219839142091,0.8951406649616368,0.3543612661091754,1.0,1.0
K562,ZNF717,TF ChIP-seq,neg,powered,0,18,0.0,2,373,0.005361930294906166,0.0,2.0058369400222844,1.0,1.0
K562,ZNF707,TF ChIP-seq,neg,powered,0,18,0.0,9,373,0.024128686327077747,0.0,0.052394125254401874,1.0,1.0
K562,TBPL1,TF ChIP-seq,neg,powered,0,18,0.0,11,373,0.029490616621983913,0.0,-0.23117813678366583,1.0,1.0
K562,TBX18,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,18,373,0.04825737265415549,1.1601307189542485,0.7199318677666553,0.6003899538494708,1.0
K562,ZNF699,TF ChIP-seq,neg,powered,0,18,0.0,4,373,0.010723860589812333,0.0,1.1500521870748888,1.0,1.0
K562,ZNF696,TF ChIP-seq,neg,powered,0,18,0.0,1,373,0.002680965147453083,0.0,2.746680748999418,1.0,1.0
K562,TCF15,TF ChIP-seq,neg,powered,0,18,0.0,12,373,0.032171581769437,0.0,-0.35545771845255664,1.0,1.0
K562,ZNF695,TF ChIP-seq,neg,powered,0,18,0.0,9,373,0.024128686327077747,0.0,0.052394125254401874,1.0,1.0
K562,TCFL5,TF ChIP-seq,neg,powered,0,18,0.0,3,373,0.00804289544235925,0.0,1.5165214446192798,1.0,1.0
K562,ZNF449,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,13,373,0.03485254691689008,1.6289592760180995,1.1946474308535435,0.4889619323309966,1.0
K562,USF1,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,50,373,0.13404825737265416,0.38,-0.8649100969830975,0.48850121089108334,1.0
K562,TSC22D4,TF ChIP-seq,neg,powered,0,18,0.0,4,373,0.010723860589812333,0.0,1.1500521870748888,1.0,1.0
K562,ZNF215,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,14,373,0.03753351206434316,1.5084033613445378,1.0875464490879154,0.5133616278695696,1.0
K562,ZBTB12,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,28,373,0.07506702412868632,0.7247899159663865,0.05533136999970648,1.0,1.0
K562,ZNF212,TF ChIP-seq,neg,powered,0,18,0.0,7,373,0.01876675603217158,0.0,0.4013254268963436,1.0,1.0
K562,ZBTB17,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,34,373,0.09115281501340483,0.5865051903114187,-0.2455772087572475,1.0,1.0
K562,ZNF197,TF ChIP-seq,neg,powered,2,18,0.1111111111111111,31,373,0.08310991957104558,1.3790322580645162,0.7202142298768816,0.6567795631398415,1.0
K562,ZBTB26,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,12,373,0.032171581769437,1.7696078431372548,1.3096751309525827,0.4634100289475463,1.0
K562,ZNF175,TF ChIP-seq,neg,powered,2,18,0.1111111111111111,47,373,0.1260053619302949,0.8670212765957447,0.058617548744391935,1.0,1.0
K562,ZNF165,TF ChIP-seq,neg,powered,0,18,0.0,11,373,0.029490616621983913,0.0,-0.23117813678366583,1.0,1.0
K562,ZNF148,TF ChIP-seq,neg,powered,3,18,0.16666666666666666,56,373,0.15013404825737264,1.1321428571428571,0.34359243091506947,0.742333065862296,1.0
K562,ZNF146,TF ChIP-seq,neg,powered,0,18,0.0,1,373,0.002680965147453083,0.0,2.746680748999418,1.0,1.0
K562,ZNF143,TF ChIP-seq,neg,powered,0,18,0.0,14,373,0.03753351206434316,0.0,-0.5775864003172241,1.0,1.0
K562,ZNF140,TF ChIP-seq,neg,powered,0,18,0.0,1,373,0.002680965147453083,0.0,2.746680748999418,1.0,1.0
K562,ZBTB43,TF ChIP-seq,neg,powered,0,18,0.0,11,373,0.029490616621983913,0.0,-0.23117813678366583,1.0,1.0
K562,ZNF224,TF ChIP-seq,neg,powered,0,18,0.0,3,373,0.00804289544235925,0.0,1.5165214446192798,1.0,1.0
K562,ZBTB49,TF ChIP-seq,neg,powered,0,18,0.0,2,373,0.005361930294906166,0.0,2.0058369400222844,1.0,1.0
K562,ZBTB7A,TF ChIP-seq,neg,powered,5,18,0.2777777777777778,78,373,0.20911528150134048,1.4546351084812623,0.6169376877597341,0.5536394948883231,1.0
K562,ZNF134,TF ChIP-seq,neg,powered,0,18,0.0,15,373,0.040214477211796246,0.0,-0.6778203673139201,1.0,1.0
K562,ZNF133,TF ChIP-seq,neg,powered,0,18,0.0,5,373,0.013404825737265416,0.0,0.8566358248288226,1.0,1.0
K562,ZNF124,TF ChIP-seq,neg,powered,0,18,0.0,2,373,0.005361930294906166,0.0,2.0058369400222844,1.0,1.0
K562,ZNF121,TF ChIP-seq,neg,powered,0,18,0.0,13,373,0.03485254691689008,0.0,-0.4704854185515957,1.0,1.0
K562,ZBTB9,TF ChIP-seq,neg,powered,2,18,0.1111111111111111,38,373,0.10187667560321716,1.1019736842105263,0.40091639103419113,0.7049248433567608,1.0
K562,ZC3H11A,TF ChIP-seq,neg,powered,0,18,0.0,8,373,0.021447721179624665,0.0,0.21681138907314804,1.0,1.0
K562,ZKSCAN8,TF ChIP-seq,neg,powered,2,18,0.1111111111111111,31,373,0.08310991957104558,1.3790322580645162,0.7202142298768816,0.6567795631398415,1.0
K562,ZC3H4,TF ChIP-seq,neg,powered,0,18,0.0,8,373,0.021447721179624665,0.0,0.21681138907314804,1.0,1.0
K562,ZKSCAN3,TF ChIP-seq,neg,powered,0,18,0.0,5,373,0.013404825737265416,0.0,0.8566358248288226,1.0,1.0
K562,ZFX,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,54,373,0.1447721179624665,0.3474945533769063,-0.9928327200537423,0.48834757304599496,1.0
K562,ZFPM2,TF ChIP-seq,neg,powered,0,18,0.0,5,373,0.013404825737265416,0.0,0.8566358248288226,1.0,1.0
K562,ZFP91,TF ChIP-seq,neg,powered,0,18,0.0,19,373,0.05093833780160858,0.0,-1.0252137672516821,1.0,1.0
K562,ZBTB5,TF ChIP-seq,neg,powered,0,18,0.0,7,373,0.01876675603217158,0.0,0.4013254268963436,1.0,1.0
K562,ZNF445,TF ChIP-seq,neg,powered,0,18,0.0,11,373,0.029490616621983913,0.0,-0.23117813678366583,1.0,1.0
K562,ZNF23,TF ChIP-seq,neg,powered,0,18,0.0,7,373,0.01876675603217158,0.0,0.4013254268963436,1.0,1.0
K562,ZBTB1,TF ChIP-seq,neg,powered,0,18,0.0,11,373,0.029490616621983913,0.0,-0.23117813678366583,1.0,1.0
K562,ZNF444,TF ChIP-seq,neg,powered,0,18,0.0,8,373,0.021447721179624665,0.0,0.21681138907314804,1.0,1.0
K562,ZNF436,TF ChIP-seq,neg,powered,0,18,0.0,3,373,0.00804289544235925,0.0,1.5165214446192798,1.0,1.0
K562,TSHZ1,TF ChIP-seq,neg,powered,0,18,0.0,7,373,0.01876675603217158,0.0,0.4013254268963436,1.0,1.0
K562,U2AF1,TF ChIP-seq,neg,powered,0,18,0.0,7,373,0.01876675603217158,0.0,0.4013254268963436,1.0,1.0
K562,UBTF,TF ChIP-seq,neg,powered,1,18,0.05555555555555555,46,373,0.12332439678284182,0.41815856777493604,-0.7281282309070289,0.7089219977359953,1.0
K562,ZNF431,TF ChIP-seq,neg,powered,0,18,0.0,14,373,0.03753351206434316,0.0,-0.5775864003172241,1.0,1.0
K562,ZFP30,TF ChIP-seq,neg,powered,0,18,0.0,1,373,0.002680965147453083,0.0,2.746680748999418,1.0,1.0
K562,ZNF41,TF ChIP-seq,neg,powered,0,18,0.0,18,373,0.04825737265415549,0.0,-0.9452009816384843,1.0,1.0
K562,ZNF407,TF ChIP-seq,neg,powered,0,18,0.0,3,373,0.00804289544235925,0.0,1.5165214446192798,1.0,1.0
K562,ZNF398,TF ChIP-seq,neg,powered,0,18,0.0,4,373,0.010723860589812333,0.0,1.1500521870748888,1.0,1.0
K562,WHSC1,TF ChIP-seq,neg,powered,0,18,0.0,4,373,0.010723860589812333,0.0,1.1500521870748888,1.0,1.0
K562,ZNF397,TF ChIP-seq,neg,powered,0,18,0.0,11,373,0.029490616621983913,0.0,-0.23117813678366583,1.0,1.0
K562,ZNF395,TF ChIP-seq,neg,powered,2,18,0.1111111111111111,58,373,0.1554959785522788,0.6788793103448276,-0.2913345490719466,1.0,1.0
K562,ZBTB11,TF ChIP-seq,neg,powered,0,18,0.0,4,373,0.010723860589812333,0.0,1.1500521870748888,1.0,1.0
K562,ZNF354C,TF ChIP-seq,neg,powered,0,18,0.0,4,373,0.010723860589812333,0.0,1.1500521870748888,1.0,1.0
K562,XRCC3,TF ChIP-seq,neg,powered,0,18,0.0,1,373,0.002680965147453083,0.0,2.746680748999418,1.0,1.0
K562,ZNF347,TF ChIP-seq,neg,powered,0,18,0.0,1,373,0.002680965147453083,0.0,2.746680748999418,1.0,1.0
K562,ZNF324,TF ChIP-seq,neg,powered,0,18,0.0,8,373,0.021447721179624665,0.0,0.21681138907314804,1.0,1.0
K562,XRCC4,TF ChIP-seq,neg,powered,0,18,0.0,1,373,0.002680965147453083,0.0,2.746680748999418,1.0,1.0
K562,ZNF316,TF ChIP-seq,neg,powered,4,18,0.2222222222222222,58,373,0.1554959785522788,1.5517241379310345,0.7430754817138847,0.5044276283964317,1.0
K562,ZNF3,TF ChIP-seq,neg,powered,0,18,0.0,3,373,0.00804289544235925,0.0,1.5165214446192798,1.0,1.0
K562,YBX1,TF ChIP-seq,neg,powered,0,18,0.0,2,373,0.005361930294906166,0.0,2.0058369400222844,1.0,1.0
K562,YBX3,TF ChIP-seq,neg,powered,0,18,0.0,2,373,0.005361930294906166,0.0,2.0058369400222844,1.0,1.0
K562,ZNF274,TF ChIP-seq,neg,powered,0,18,0.0,7,373,0.01876675603217158,0.0,0.4013254268963436,1.0,1.0
K562,ZNF263,TF ChIP-seq,neg,powered,3,18,0.16666666666666666,55,373,0.14745308310991956,1.1563636363636363,0.3738923075769232,0.7385031237305377,1.0
K562,ZNF253,TF ChIP-seq,neg,powered,0,18,0.0,3,373,0.00804289544235925,0.0,1.5165214446192798,1.0,1.0
