cellset,term_name,experiment,assay,target,investigated_as,biosample_summary,lab,n_audit_error,n_audit_notcompliant,n_audit_warning,endogenous_tag,keep,exclude_reason,file,output_type,preferred_default,file_size,md5sum,href
K562,K562,ENCSR659CCI,TF ChIP-seq,FOXK1,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens FOXK1,"Richard Myers, HAIB",0,0,6,3xFLAG,True,,ENCFF516ZWP,IDR thresholded peaks,True,146262.0,75c1c9c3f112abc93a360893ca845141,https://www.encodeproject.org/files/ENCFF516ZWP/@@download/ENCFF516ZWP.bed.gz
K562,K562,ENCSR279OXE,TF ChIP-seq,ZFP30,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZFP30,"Michael Snyder, Stanford",0,0,7,eGFP,True,,ENCFF141HPL,IDR thresholded peaks,True,17530.0,f7288daa4ec0aac4b16b283806eb2079,https://www.encodeproject.org/files/ENCFF141HPL/@@download/ENCFF141HPL.bed.gz
K562,K562,ENCSR427WZJ,TF ChIP-seq,ZNF143,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF143,"Richard Myers, HAIB",0,0,3,3xFLAG,True,,ENCFF596HNP,IDR thresholded peaks,True,140479.0,1dca3862eddaf90f497f993c1033238a,https://www.encodeproject.org/files/ENCFF596HNP/@@download/ENCFF596HNP.bed.gz
K562,K562,ENCSR506SSQ,TF ChIP-seq,ZNF354C,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF354C,"Michael Snyder, Stanford",0,0,7,eGFP,True,,ENCFF604RBX,IDR thresholded peaks,True,104777.0,451a9251eccca092cb25694413b0268c,https://www.encodeproject.org/files/ENCFF604RBX/@@download/ENCFF604RBX.bed.gz
K562,K562,ENCSR008DOU,TF ChIP-seq,SNAPC5,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens SNAPC5,"Michael Snyder, Stanford",0,0,7,eGFP,True,,ENCFF656THP,IDR thresholded peaks,True,13127.0,27215ed734f62f7ef788380f8747740e,https://www.encodeproject.org/files/ENCFF656THP/@@download/ENCFF656THP.bed.gz
K562,K562,ENCSR358PJI,TF ChIP-seq,ZNF277,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF277,"Michael Snyder, Stanford",0,0,8,eGFP,True,,ENCFF382QUI,IDR thresholded peaks,True,30047.0,515ac40710530b651921061fceb40e77,https://www.encodeproject.org/files/ENCFF382QUI/@@download/ENCFF382QUI.bed.gz
K562,K562,ENCSR696URR,TF ChIP-seq,ZNF512,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF512,"Richard Myers, HAIB",0,0,3,3xFLAG,True,,ENCFF817EJA,IDR thresholded peaks,True,67312.0,e902146507b7f8d5255d3e1b4b7f0f69,https://www.encodeproject.org/files/ENCFF817EJA/@@download/ENCFF817EJA.bed.gz
K562,K562,ENCSR744GHR,TF ChIP-seq,E2F5,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens E2F5,"Richard Myers, HAIB",0,0,5,3xFLAG,True,,ENCFF173QUY,IDR thresholded peaks,True,100306.0,8a96fec76b8ca5f6a49053f771395398,https://www.encodeproject.org/files/ENCFF173QUY/@@download/ENCFF173QUY.bed.gz
K562,K562,ENCSR427XYP,TF ChIP-seq,ZNF740,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF740,"Richard Myers, HAIB",0,0,3,3xFLAG,True,,ENCFF959SMC,IDR thresholded peaks,True,251360.0,c4629ee079fe91c3549958447238a8cd,https://www.encodeproject.org/files/ENCFF959SMC/@@download/ENCFF959SMC.bed.gz
K562,K562,ENCSR015KAM,TF ChIP-seq,DMTF1,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens DMTF1,"Richard Myers, HAIB",0,0,7,3xFLAG,True,,ENCFF505INE,IDR thresholded peaks,True,99744.0,4d10b06c88fac5df35372a65bdcf6fd7,https://www.encodeproject.org/files/ENCFF505INE/@@download/ENCFF505INE.bed.gz
K562,K562,ENCSR124YFA,TF ChIP-seq,ZNF124,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF124,"Richard Myers, HAIB",0,0,1,3xFLAG,True,,ENCFF881MMD,IDR thresholded peaks,True,26434.0,a1b891edfaa3c0d1a10aa958aeb75c82,https://www.encodeproject.org/files/ENCFF881MMD/@@download/ENCFF881MMD.bed.gz
K562,K562,ENCSR609ZLF,TF ChIP-seq,ZNF431,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF431,"Richard Myers, HAIB",0,0,5,3xFLAG,True,,ENCFF442RYH,IDR thresholded peaks,True,187336.0,669a8026899ad806b39d40da6c2e66d1,https://www.encodeproject.org/files/ENCFF442RYH/@@download/ENCFF442RYH.bed.gz
K562,K562,ENCSR026RAK,TF ChIP-seq,MXD1,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens MXD1,"Michael Snyder, Stanford",0,2,5,eGFP,True,,ENCFF559MTF,IDR thresholded peaks,True,57542.0,8fcfcbbc0cd8fbb395eb376b4bb25c41,https://www.encodeproject.org/files/ENCFF559MTF/@@download/ENCFF559MTF.bed.gz
K562,K562,ENCSR017EJY,TF ChIP-seq,DLX4,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens DLX4,"Michael Snyder, Stanford",0,0,2,eGFP,True,,ENCFF832DBU,IDR thresholded peaks,True,10764.0,8d549573a8b98c815fb5791bb1f2f78a,https://www.encodeproject.org/files/ENCFF832DBU/@@download/ENCFF832DBU.bed.gz
K562,K562,ENCSR922YDT,TF ChIP-seq,SLC30A9,DNA repair,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens SLC30A9,"Michael Snyder, Stanford",0,0,6,eGFP,True,,ENCFF441QXF,IDR thresholded peaks,True,12171.0,ec72cd7a4534b35961d56a88566d76a0,https://www.encodeproject.org/files/ENCFF441QXF/@@download/ENCFF441QXF.bed.gz
K562,K562,ENCSR844JVU,TF ChIP-seq,TCFL5,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens TCFL5,"Michael Snyder, Stanford",0,0,20,eGFP,True,,ENCFF410SWS,conservative IDR thresholded peaks,True,39200.0,60d335277f3b6c34d4f2d52544f64d82,https://www.encodeproject.org/files/ENCFF410SWS/@@download/ENCFF410SWS.bed.gz
K562,K562,ENCSR617POJ,TF ChIP-seq,ZFP1,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZFP1,"Michael Snyder, Stanford",0,0,8,eGFP,True,,ENCFF795AWO,IDR thresholded peaks,True,66442.0,16303e76c144e51a71cfe91bab023ba0,https://www.encodeproject.org/files/ENCFF795AWO/@@download/ENCFF795AWO.bed.gz
K562,K562,ENCSR805SIA,TF ChIP-seq,PURB,RNA binding protein,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens PURB,"Richard Myers, HAIB",0,0,6,3xFLAG,True,,ENCFF500BWO,IDR thresholded peaks,True,6424.0,b08bfdf72a39b00c730fb5707cc295cd,https://www.encodeproject.org/files/ENCFF500BWO/@@download/ENCFF500BWO.bed.gz
K562,K562,ENCSR755CRA,TF ChIP-seq,ZKSCAN8,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZKSCAN8,"Richard Myers, HAIB",0,0,7,3xFLAG,True,,ENCFF109UVJ,IDR thresholded peaks,True,81652.0,b48e9cd401e02eccced7cf053e85fc69,https://www.encodeproject.org/files/ENCFF109UVJ/@@download/ENCFF109UVJ.bed.gz
K562,K562,ENCSR279IMD,TF ChIP-seq,HMGXB4,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens HMGXB4,"Richard Myers, HAIB",0,0,5,3xFLAG,True,,ENCFF185KMK,IDR thresholded peaks,True,165866.0,e1531c7012325cca2ecb13643bf803ce,https://www.encodeproject.org/files/ENCFF185KMK/@@download/ENCFF185KMK.bed.gz
K562,K562,ENCSR663NFC,TF ChIP-seq,STAT5B,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens STAT5B,"Michael Snyder, Stanford",0,0,5,eGFP,True,,ENCFF122FTW,IDR thresholded peaks,True,12413.0,421d6b795d4094e484dbf5dec6b16447,https://www.encodeproject.org/files/ENCFF122FTW/@@download/ENCFF122FTW.bed.gz
K562,K562,ENCSR775NLJ,TF ChIP-seq,CHCHD3,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens CHCHD3,"Michael Snyder, Stanford",0,0,4,eGFP,True,,ENCFF645IVF,IDR thresholded peaks,True,44960.0,a6784f53b50d72b4a38ac6b5ae29d030,https://www.encodeproject.org/files/ENCFF645IVF/@@download/ENCFF645IVF.bed.gz
K562,K562,ENCSR578KEN,TF ChIP-seq,USF2,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens USF2,"Richard Myers, HAIB",0,0,1,3xFLAG,True,,ENCFF289ZIR,IDR thresholded peaks,True,296929.0,b56a26efdacc99d462b55eccc4a8602e,https://www.encodeproject.org/files/ENCFF289ZIR/@@download/ENCFF289ZIR.bed.gz
K562,K562,ENCSR492FKD,TF ChIP-seq,ZNF257,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF257,"Michael Snyder, Stanford",0,0,21,eGFP,True,,ENCFF738IQL,IDR thresholded peaks,True,80243.0,9ded87530e17040c7f08d09d0028047e,https://www.encodeproject.org/files/ENCFF738IQL/@@download/ENCFF738IQL.bed.gz
K562,K562,ENCSR026KKZ,TF ChIP-seq,ZBTB17,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZBTB17,"Michael Snyder, Stanford",0,0,4,eGFP,True,,ENCFF292HSS,IDR thresholded peaks,True,283023.0,8bed469c7f2fbb0d0865b541324bb14e,https://www.encodeproject.org/files/ENCFF292HSS/@@download/ENCFF292HSS.bed.gz
K562,K562,ENCSR231ZVN,TF ChIP-seq,FOXA3,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens FOXA3,"Michael Snyder, Stanford",0,0,4,eGFP,True,,ENCFF504WWL,conservative IDR thresholded peaks,True,199351.0,5e9d552fcba61bc88a31d6fe74a9bece,https://www.encodeproject.org/files/ENCFF504WWL/@@download/ENCFF504WWL.bed.gz
K562,K562,ENCSR783EPA,TF ChIP-seq,TBPL1,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens TBPL1,"Michael Snyder, Stanford",0,0,7,eGFP,True,,ENCFF927NEU,IDR thresholded peaks,True,111530.0,45cf9da8056e6ec0230767e76d77c9bc,https://www.encodeproject.org/files/ENCFF927NEU/@@download/ENCFF927NEU.bed.gz
K562,K562,ENCSR591ASD,TF ChIP-seq,TEAD1,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens TEAD1,"Michael Snyder, Stanford",0,0,4,eGFP,True,,ENCFF692HUD,IDR thresholded peaks,True,241679.0,2a757edbb0176202260cf86161cc4713,https://www.encodeproject.org/files/ENCFF692HUD/@@download/ENCFF692HUD.bed.gz
K562,K562,ENCSR879KXD,TF ChIP-seq,RAD21,cohesin,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens RAD21,"Michael Snyder, Stanford",0,0,5,eGFP,True,,ENCFF057JFH,conservative IDR thresholded peaks,True,566848.0,0e638759eb09e8d0825d3d124b2c77d6,https://www.encodeproject.org/files/ENCFF057JFH/@@download/ENCFF057JFH.bed.gz
K562,K562,ENCSR350GZC,TF ChIP-seq,ZNF561,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF561,"Michael Snyder, Stanford",0,0,6,eGFP,True,,ENCFF701RWL,conservative IDR thresholded peaks,True,31929.0,ba96abc5683a84bca116953c08e5190d,https://www.encodeproject.org/files/ENCFF701RWL/@@download/ENCFF701RWL.bed.gz
K562,K562,ENCSR459FUE,TF ChIP-seq,ERF,cofactor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ERF,"Michael Snyder, Stanford",0,0,9,eGFP,True,,ENCFF462ZIG,IDR thresholded peaks,True,185487.0,4e1b78e6acd846952e4bf535b3c3ab63,https://www.encodeproject.org/files/ENCFF462ZIG/@@download/ENCFF462ZIG.bed.gz
K562,K562,ENCSR110JLQ,TF ChIP-seq,ZNF778,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF778,"Michael Snyder, Stanford",0,0,6,eGFP,True,,ENCFF165JQS,IDR thresholded peaks,True,5907.0,0c214348b02cc458ded87e62fa72e31a,https://www.encodeproject.org/files/ENCFF165JQS/@@download/ENCFF165JQS.bed.gz
K562,K562,ENCSR236JZN,TF ChIP-seq,ZNF586,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF586,"Michael Snyder, Stanford",0,0,6,eGFP,True,,ENCFF887ZDT,conservative IDR thresholded peaks,True,32026.0,9f3dda7582266b9eb8fce327af8ba2d9,https://www.encodeproject.org/files/ENCFF887ZDT/@@download/ENCFF887ZDT.bed.gz
K562,K562,ENCSR800KMQ,TF ChIP-seq,ZBTB43,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZBTB43,"Richard Myers, HAIB",0,0,5,3xFLAG,True,,ENCFF124KCE,IDR thresholded peaks,True,96907.0,3154aa211bac58ce311f643c7aa9023e,https://www.encodeproject.org/files/ENCFF124KCE/@@download/ENCFF124KCE.bed.gz
K562,K562,ENCSR392JVX,TF ChIP-seq,ELK1,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ELK1,"Richard Myers, HAIB",0,0,1,3xFLAG,True,,ENCFF586MZX,IDR thresholded peaks,True,13210.0,9b53c324c117cb28a957665cfe659da4,https://www.encodeproject.org/files/ENCFF586MZX/@@download/ENCFF586MZX.bed.gz
K562,K562,ENCSR163VTS,TF ChIP-seq,NFYA,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens NFYA,"Richard Myers, HAIB",0,0,5,3xFLAG,True,,ENCFF786CRW,IDR thresholded peaks,True,189662.0,9fd1a4986fde22bc030c9024ce1a0858,https://www.encodeproject.org/files/ENCFF786CRW/@@download/ENCFF786CRW.bed.gz
K562,K562,ENCSR002ZGC,TF ChIP-seq,ZNF212,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF212,"Michael Snyder, Stanford",0,0,4,eGFP,True,,ENCFF435MHH,IDR thresholded peaks,True,47936.0,065cb67bf1f365bcaf24edf734a9a5a4,https://www.encodeproject.org/files/ENCFF435MHH/@@download/ENCFF435MHH.bed.gz
K562,K562,ENCSR084WHZ,TF ChIP-seq,FOXP4,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens FOXP4,"Richard Myers, HAIB",0,0,6,3xFLAG,True,,ENCFF974IPP,IDR thresholded peaks,True,125264.0,62139722a6541a40c878e0a4da63cd98,https://www.encodeproject.org/files/ENCFF974IPP/@@download/ENCFF974IPP.bed.gz
K562,K562,ENCSR525VAT,TF ChIP-seq,JUNB,cofactor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens JUNB,"Michael Snyder, Stanford",0,0,2,eGFP,True,,ENCFF932KRN,conservative IDR thresholded peaks,True,79535.0,310e381a0dab057852b535555c595871,https://www.encodeproject.org/files/ENCFF932KRN/@@download/ENCFF932KRN.bed.gz
K562,K562,ENCSR744CXJ,TF ChIP-seq,ELF1,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ELF1,"Richard Myers, HAIB",0,0,2,3xFLAG,True,,ENCFF763MXW,IDR thresholded peaks,True,220013.0,dafa682f98b898ea2d8154dcdd6b894f,https://www.encodeproject.org/files/ENCFF763MXW/@@download/ENCFF763MXW.bed.gz
K562,K562,ENCSR645ZWR,TF ChIP-seq,IRF2,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens IRF2,"Richard Myers, HAIB",0,0,5,3xFLAG,True,,ENCFF430YXJ,IDR thresholded peaks,True,42222.0,6b1da25b7cdbe3f2993a8fa36995e18d,https://www.encodeproject.org/files/ENCFF430YXJ/@@download/ENCFF430YXJ.bed.gz
K562,K562,ENCSR841GLE,TF ChIP-seq,ZNF217,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF217,"Richard Myers, HAIB",0,0,5,3xFLAG,True,,ENCFF515LWL,IDR thresholded peaks,True,11138.0,3d33786ffc6dc671531cf38bde441b6a,https://www.encodeproject.org/files/ENCFF515LWL/@@download/ENCFF515LWL.bed.gz
K562,K562,ENCSR985OYK,TF ChIP-seq,ZBTB11,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZBTB11,"Michael Snyder, Stanford",0,0,2,eGFP,True,,ENCFF227HVU,IDR thresholded peaks,True,76588.0,ed4dfdea1e3ee63fe51e82eea5399fc2,https://www.encodeproject.org/files/ENCFF227HVU/@@download/ENCFF227HVU.bed.gz
K562,K562,ENCSR054JMQ,TF ChIP-seq,REST,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens REST,"Michael Snyder, Stanford",0,0,5,eGFP,True,,ENCFF118ECK,IDR thresholded peaks,True,190810.0,20b6edf4fc2dc85c41234e1fac95a6d2,https://www.encodeproject.org/files/ENCFF118ECK/@@download/ENCFF118ECK.bed.gz
K562,K562,ENCSR837EYC,TF ChIP-seq,NRF1,transcription factor,Homo sapiens K562,"Richard Myers, HAIB",0,0,5,,True,,ENCFF626VDA,optimal IDR thresholded peaks,True,376439.0,073ab3f58f304ec82215a5ecfcb383b8,https://www.encodeproject.org/files/ENCFF626VDA/@@download/ENCFF626VDA.bed.gz
K562,K562,ENCSR798ILC,TF ChIP-seq,NCOR1,cofactor,Homo sapiens K562,"Michael Snyder, Stanford",0,0,2,,True,,ENCFF007ZUL,optimal IDR thresholded peaks,True,490433.0,878253b762325dff1663e201db17803c,https://www.encodeproject.org/files/ENCFF007ZUL/@@download/ENCFF007ZUL.bed.gz
K562,K562,ENCSR563YDA,TF ChIP-seq,HDGF,cofactor,Homo sapiens K562,"Michael Snyder, Stanford",0,0,0,,True,,ENCFF297WMY,optimal IDR thresholded peaks,True,216647.0,3606e415e91b6de4450102636c9a356a,https://www.encodeproject.org/files/ENCFF297WMY/@@download/ENCFF297WMY.bed.gz
K562,K562,ENCSR431XGJ,TF ChIP-seq,PYGO2,chromatin remodeler,Homo sapiens K562,"Michael Snyder, Stanford",0,2,1,,True,,ENCFF442XXV,optimal IDR thresholded peaks,True,82654.0,179c55cb971fe6cb2872ffee6eb0aaf2,https://www.encodeproject.org/files/ENCFF442XXV/@@download/ENCFF442XXV.bed.gz
K562,K562,ENCSR044UJJ,TF ChIP-seq,ATF4,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ATF4,"Michael Snyder, Stanford",0,0,6,eGFP,True,,ENCFF250MUC,IDR thresholded peaks,True,204371.0,ed3f5d1372ff7f5a0a5eaedf0c5f82b5,https://www.encodeproject.org/files/ENCFF250MUC/@@download/ENCFF250MUC.bed.gz
K562,K562,ENCSR126YJQ,TF ChIP-seq,HMG20A,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens HMG20A,"Michael Snyder, Stanford",0,0,8,eGFP,True,,ENCFF118ATD,conservative IDR thresholded peaks,True,26073.0,5d57b567c4866f3438531000206a49a4,https://www.encodeproject.org/files/ENCFF118ATD/@@download/ENCFF118ATD.bed.gz
K562,K562,ENCSR411UYA,TF ChIP-seq,MTA2,chromatin remodeler,Homo sapiens K562,"Michael Snyder, Stanford",0,0,0,,True,,ENCFF558XIL,optimal IDR thresholded peaks,True,278755.0,8d835dff011022794af375901627d2ee,https://www.encodeproject.org/files/ENCFF558XIL/@@download/ENCFF558XIL.bed.gz
K562,K562,ENCSR757IIU,TF ChIP-seq,HMBOX1,transcription factor,Homo sapiens K562,"Richard Myers, HAIB",0,0,0,,True,,ENCFF718DFX,optimal IDR thresholded peaks,True,513563.0,bd4007ae01d0f255d400fec344b2c2e9,https://www.encodeproject.org/files/ENCFF718DFX/@@download/ENCFF718DFX.bed.gz
K562,K562,ENCSR335SUD,TF ChIP-seq,ZNF436,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF436,"Michael Snyder, Stanford",0,0,4,eGFP,True,,ENCFF318ZUN,IDR thresholded peaks,True,49916.0,50e546ab5ebe87fc2e8c7b1ea186414d,https://www.encodeproject.org/files/ENCFF318ZUN/@@download/ENCFF318ZUN.bed.gz
K562,K562,ENCSR530XQI,TF ChIP-seq,L3MBTL2,chromatin remodeler,Homo sapiens K562,"Michael Snyder, Stanford",0,0,6,,True,,ENCFF423LPW,optimal IDR thresholded peaks,True,963003.0,4b1841acd8c1d519ba0db7a6c19e4987,https://www.encodeproject.org/files/ENCFF423LPW/@@download/ENCFF423LPW.bed.gz
K562,K562,ENCSR187RGF,TF ChIP-seq,ZNF695,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF695,"Michael Snyder, Stanford",0,0,6,eGFP,True,,ENCFF493LZB,IDR thresholded peaks,True,33698.0,f0fbbd4b2c2c0374bcedac5e3579ac1e,https://www.encodeproject.org/files/ENCFF493LZB/@@download/ENCFF493LZB.bed.gz
K562,K562,ENCSR869IUD,TF ChIP-seq,ATF2,transcription factor,Homo sapiens K562,"Michael Snyder, Stanford",0,0,5,,True,,ENCFF803FHN,optimal IDR thresholded peaks,True,809457.0,7add0259e2d935a4afcb4e8316e0e26c,https://www.encodeproject.org/files/ENCFF803FHN/@@download/ENCFF803FHN.bed.gz
K562,K562,ENCSR429QPP,TF ChIP-seq,FOXM1,DNA repair,Homo sapiens K562,"Michael Snyder, Stanford",0,0,8,,True,,ENCFF778PWE,optimal IDR thresholded peaks,True,314329.0,4226c87a701f4ad111bfd234293ec22e,https://www.encodeproject.org/files/ENCFF778PWE/@@download/ENCFF778PWE.bed.gz
K562,K562,ENCSR536CBU,TF ChIP-seq,ZBTB9,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZBTB9,"Michael Snyder, Stanford",0,0,5,eGFP,True,,ENCFF588CXX,IDR thresholded peaks,True,275972.0,c4faaf3e805d2fcfd7c9037fdb768174,https://www.encodeproject.org/files/ENCFF588CXX/@@download/ENCFF588CXX.bed.gz
K562,K562,ENCSR322CFO,TF ChIP-seq,ZEB2,transcription factor,Homo sapiens K562,"Michael Snyder, Stanford",0,0,0,,True,,ENCFF553KIK,optimal IDR thresholded peaks,True,416663.0,a5af5857bfbc3bfc8fea09cb90e67a16,https://www.encodeproject.org/files/ENCFF553KIK/@@download/ENCFF553KIK.bed.gz
K562,K562,ENCSR590FLL,TF ChIP-seq,ZNF347,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF347,"Michael Snyder, Stanford",0,0,7,eGFP,True,,ENCFF843NBV,IDR thresholded peaks,True,18615.0,cab83f2be2220d6d328bd6566fc54d85,https://www.encodeproject.org/files/ENCFF843NBV/@@download/ENCFF843NBV.bed.gz
K562,K562,ENCSR675LRO,TF ChIP-seq,MLLT1,transcription factor,Homo sapiens K562,"Michael Snyder, Stanford",0,0,0,,True,,ENCFF388LUX,optimal IDR thresholded peaks,True,249289.0,2bd8969d70f944c99a46017e037274a6,https://www.encodeproject.org/files/ENCFF388LUX/@@download/ENCFF388LUX.bed.gz
K562,K562,ENCSR004GKA,TF ChIP-seq,ZEB2,transcription factor,Homo sapiens K562,"Michael Snyder, Stanford",0,0,5,,True,,ENCFF242AOL,IDR thresholded peaks,True,467234.0,677976d65be5ad7aad99b1ee1ccbf970,https://www.encodeproject.org/files/ENCFF242AOL/@@download/ENCFF242AOL.bed.gz
K562,K562,ENCSR942XQI,TF ChIP-seq,RAD21,cohesin,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens RAD21,"Michael Snyder, Stanford",0,0,4,eGFP,True,,ENCFF330SHG,IDR thresholded peaks,True,935586.0,356a9862fda97a5f8c636305ebd360c0,https://www.encodeproject.org/files/ENCFF330SHG/@@download/ENCFF330SHG.bed.gz
K562,K562,ENCSR563LLO,TF ChIP-seq,E2F1,transcription factor,Homo sapiens K562,"Michael Snyder, Stanford",0,0,6,,True,,ENCFF445VTT,optimal IDR thresholded peaks,True,167855.0,b3a7a5144a292cafe35edcd2c7e0439d,https://www.encodeproject.org/files/ENCFF445VTT/@@download/ENCFF445VTT.bed.gz
K562,K562,ENCSR201NQZ,TF ChIP-seq,CTBP1,chromatin remodeler,Homo sapiens K562,"Michael Snyder, Stanford",0,0,1,,True,,ENCFF349UTF,optimal IDR thresholded peaks,True,901584.0,c5363ca9e8b87de50a6c4b50c96790de,https://www.encodeproject.org/files/ENCFF349UTF/@@download/ENCFF349UTF.bed.gz
K562,K562,ENCSR742TMU,TF ChIP-seq,ZNF282,transcription factor,Homo sapiens K562,"Michael Snyder, Stanford",0,2,6,,True,,ENCFF596JDS,optimal IDR thresholded peaks,True,248166.0,8669fe48aed2c71529f96de233393304,https://www.encodeproject.org/files/ENCFF596JDS/@@download/ENCFF596JDS.bed.gz
K562,K562,ENCSR000EGO,TF ChIP-seq,RFX5,transcription factor,Homo sapiens K562,"Michael Snyder, Stanford",0,0,12,,True,,ENCFF201YKU,optimal IDR thresholded peaks,True,52141.0,65cdb837880f17e81c348718cbe89cdc,https://www.encodeproject.org/files/ENCFF201YKU/@@download/ENCFF201YKU.bed.gz
K562,K562,ENCSR189PYJ,TF ChIP-seq,SMAD2,transcription factor,Homo sapiens K562,"Michael Snyder, Stanford",0,0,5,,True,,ENCFF186MFI,optimal IDR thresholded peaks,True,3663.0,4f7ac6d1c8c85892792cdff04e1d7c4a,https://www.encodeproject.org/files/ENCFF186MFI/@@download/ENCFF186MFI.bed.gz
K562,K562,ENCSR000EWN,TF ChIP-seq,ZNF263,transcription factor,Homo sapiens K562,"Peggy Farnham, USC",2,2,0,,True,,ENCFF579ETM,optimal IDR thresholded peaks,True,67789.0,b6c38bae2ef61a659aadf55b977a891a,https://www.encodeproject.org/files/ENCFF579ETM/@@download/ENCFF579ETM.bed.gz
K562,K562,ENCSR907JPB,TF ChIP-seq,ZMIZ1,transcription factor,Homo sapiens K562,"Michael Snyder, Stanford",0,0,8,,True,,ENCFF526PMI,optimal IDR thresholded peaks,True,21193.0,69fd6d6fa35b80f8d160e562391c7d70,https://www.encodeproject.org/files/ENCFF526PMI/@@download/ENCFF526PMI.bed.gz
K562,K562,ENCSR618GDK,TF ChIP-seq,CEBPZ,transcription factor,Homo sapiens K562,"Michael Snyder, Stanford",0,0,5,,True,,ENCFF797OWK,optimal IDR thresholded peaks,True,25073.0,84185a6b0f28628215c2fd54a269237b,https://www.encodeproject.org/files/ENCFF797OWK/@@download/ENCFF797OWK.bed.gz
